Title,type,country,date_added,release_year,rating,description,IMDb,Genre
Ugly Delicious,TV Show,United States,2020-03-06,2020,TV-MA,"All the flavor. None of the BS. Star chef David Chang leads friends on a mouthwatering, cross-cultural hunt for the world's most satisfying grub.",7.8,Documentaries
Ujala,Movie,India,2017-10-15,1959,TV-14,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",6.0,Drama
Ultimate Beastmaster,TV Show,United States,2018-08-31,2018,TV-PG,"In this intense obstacle course series, elite athletes from the U.S. and other countries compete for cash prizes, individual glory and national pride.",7.3,Reality
Ultraman,TV Show,United States,2019-04-01,2019,TV-14,"Decades ago, a hero from the stars left this world in peace. Now, the son of Ultraman must rise to protect the Earth from a new alien threat.",6.9,Anime
Ultras,Movie,Italy,2020-03-20,2020,TV-MA,An aging soccer fanatic faces down the reality of his past while struggling to give himself and a young follower very different futures.,6.0,Drama
Ultraviolet,TV Show,Poland,2019-12-19,2019,TV-MA,An online community of amateur sleuths use technology to solve crimes – and make quirky friends – in their quest for justice.,7.0,Crime
Umrika,Movie,India,2016-10-01,2015,TV-MA,"An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure.",6.6,Drama
Una,Movie,United Kingdom,2018-04-01,2016,R,"A young woman tracks down the older man who preyed on her as a child, forcing them both to confront the damage done by what happened 15 years earlier.",6.2,Drama
Unacknowledged,Movie,United States,2017-08-21,2017,TV-MA,Noted UFO expert Dr. Steven Greer interviews witnesses and presents classified documents concerning the existence of extraterrestrials.,7.1,Documentaries
Unauthorized Living,TV Show,Spain,2020-01-31,2020,TV-MA,"When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",7.5,Crime
Unbelievable,TV Show,United States,2019-09-13,2019,TV-MA,"After a young woman is accused of lying about a rape, two female detectives investigate a spate of eerily similar attacks. Inspired by true events.",8.4,Crime
Unbreakable Kimmy Schmidt,TV Show,United States,2018-05-30,2019,TV-14,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",7.6,Comedy
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Movie,United States,2020-05-12,2020,TV-14,"It's an interactive Kimmy special! Kimmy's getting married, but first she has to foil the Reverend's evil plot. It's your move: What should she do next?",7.7,Comedy
Uncertain Glory,Movie,Spain,2017-07-17,2017,TV-MA,"When Lluís, a disinterested Spanish soldier, meets Carlana, he falls quickly in love, but soon discovers that Carlana's true passion is power.",6.2,Drama
Unchained: The Untold Story of Freestyle Motocross,Movie,United States,2016-10-01,2016,TV-MA,"This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers.",7.9,Documentaries
Uncle Naji in UAE,Movie,United Arab Emirates,2019-09-01,2019,TV-14,"Two young Yemeni business partners decide to go on vacation in the UAE with a few local friends, but their fun trip soon turns terrifying.",5.7,Comedy
Uncorked,Movie,United States,2020-03-27,2020,TV-MA,A young man feels torn between his dream of becoming a master sommelier and his father’s expectations that he’ll take over the family barbecue business.,6.1,Drama
Undefeated,Movie,United States,2017-08-18,2011,PG-13,An inspirational profile of an inner-city high school football team's valiant effort to reach the school's first-ever playoff game.,7.7,Documentaries
Under Arrest,TV Show,United States,2018-02-01,2016,TV-MA,"Cameras follow police officers as they solve crimes, assist the public and arrest lawbreakers in this reality series.",7.3,Crime
Under the Eiffel Tower,Movie,United States,2019-09-23,2018,TV-MA,An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.,5.1,Comedy
Under the Shadow,Movie,United Kingdom,2017-01-07,2016,PG-13,"During the Iran-Iraq conflict, a Tehran woman caring for her daughter while her husband is at war is gradually convinced evil spirits are at work.",6.9,Horror
Undercover,TV Show,Belgium,2020-11-09,2020,TV-MA,Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,7.9,Crime
Undercover Brother 2,Movie,United States,2019-11-05,2019,R,"When a beloved secret agent falls deep into a coma, his bumbling brother must defend their community from a divisive political threat.",3.4,Comedy
Undercover Grandpa,Movie,Canada,2017-11-01,2016,PG-13,"Jake's date with his dream girl takes a turn when she disappears, and Jake's grandpa – a former intelligence officer – sets out to find her.",5.2,Comedy
Ungli,Movie,India,2020-04-01,2014,TV-14,"An undercover cop finds himself in a strange position after infiltrating a ""gang"" that pulls wildly popular pranks on corrupt officials in Mumbai.",5.7,Comedy
Unicorn Store,Movie,United States,2019-04-05,2019,TV-14,"After failing out of art school and taking a humdrum office job, a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn.",5.5,Comedy
Unit 42,TV Show,Belgium,2019-06-15,2017,TV-MA,A widowed cop tapped to lead a special cybercrimes unit teams up with a former hacker to hunt down tech-savvy criminals who are terrorizing Belgium.,7.0,Crime
Unnatural Selection,TV Show,United States,2019-10-18,2019,TV-MA,"From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science.",8.0,Documentaries
Unorthodox,TV Show,Germany,2020-03-26,2020,TV-MA,A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians — until her past comes calling.,8.1,Drama
Unrest,Movie,United Kingdom,2018-01-15,2017,TV-14,"In this heart-wrenching documentary, a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome.",7.7,Documentaries
Unriddle,TV Show,Singapore,2017-07-01,2012,TV-14,"When a hard-nosed detective reluctantly partners with an informant to solve complex cases, she uncovers links to a particularly puzzling cold case.",7.6,Crime
Unspeakable Acts,Movie,United States,2011-10-01,1990,TV-14,Laurie and Joseph are doctors who interview sexually abused children. With a lot of energy they track down a pedophile who has abused many toddlers.,6.2,Drama
Unstoppable,TV Show,Mexico,2020-02-28,2020,TV-MA,A group of friends set out on a road trip when an unexpected fourth passenger forces an abrupt change of plans.,7.2,Drama
Untamed Romania,Movie,Romania,2020-02-20,2018,TV-PG,This documentary explores how the legendary creatures of Romania's vast wilderness roam free yet endure the ever-changing seasons.,8.7,Documentaries
Up North,Movie,Nigeria,2019-10-18,2018,TV-14,A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.,6.1,Drama
Uppity: The Willy T. Ribbs Story,Movie,United States,2020-02-05,2020,TV-MA,"This documentary profiles a defiant driver who challenged racial barriers in American auto racing, becoming the first black man to race in the Indy 500.",8.0,Documentaries
Upstarts,Movie,India,2019-10-18,2019,TV-14,"Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",6.6,Comedy
Uriyadi 2,Movie,India,2019-08-02,2019,TV-14,"When a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company’s callous owner and local politicians.",7.4,Drama
Urvi,Movie,India,2018-01-15,2017,TV-MA,"After getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters.",7.0,Drama
Us and Them,Movie,China,2018-06-22,2018,TV-MA,"Two strangers meet on a train and form a bond that evolves over the years. After a separation, they reconnect and reflect on their love for each other.",7.3,Drama
USS Indianapolis: Men of Courage,Movie,United States,2019-09-25,2016,R,"After becoming stranded in the Philippine Sea during World War II, a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks.",5.2,Action & Adventure
Uyare,Movie,India,2019-08-14,2019,TV-14,An aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.,8.1,Drama
V Wars,TV Show,United States,2019-12-05,2019,TV-MA,A fast-spreading disease that turns victims into blood-sucking fiends pits two best friends against each other in a fight for humanity's future.,6.1,Drama
Vagabond,TV Show,South Korea,2019-09-21,2019,TV-MA,"When his nephew dies in a plane crash, stunt man Cha Dal-geon resolves to find out what happened, with the help of covert operative Go Hae-ri.",8.3,Action & Adventure
Vai Anitta,TV Show,Brazil,2018-11-16,2018,TV-MA,"Go behind the scenes with Brazilian pop icon Anitta, along with her friends and family, as she aims to create a new song and music video each month.",5.3,Documentaries
Valeria,TV Show,Spain,2020-05-08,2020,TV-MA,"A writer in creative and marital crises finds support from three friends, who are also discovering themselves. Based on the novels by Elísabet Benavent.",6.2,Romance
Valor,TV Show,United States,2018-02-06,2018,TV-14,"Following an unsuccessful mission in Somalia, the two surviving members of a U.S. Army helicopter crew are embroiled in an unseemly conspiracy.",5.9,Drama
Vampire Knight,TV Show,Japan,2016-10-15,2008,TV-14,"At Cross Academy, two student disciplinary committee members are tasked with keeping the peace between a human class and a night class of vampires.",7.5,Romance
Vampires,TV Show,France,2020-03-20,2020,TV-MA,"A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.",5.4,Drama
Van Helsing,TV Show,United States,2020-09-27,2019,TV-MA,"After three years in a coma, Vanessa awakens to a world ravaged by vampires. Now, she and a motley band of fellow survivors fight to stay alive.",6.2,Drama
Vanjagar Ulagam,Movie,India,2018-12-15,2018,TV-MA,Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.,6.2,Drama
Varane Avashyamund,Movie,India,2020-04-20,2020,TV-14,"At an apartment complex, the lives of a mother, a daughter seeking an arranged marriage, a military retiree and a young man become intertwined.",6.9,Comedy
Vaya,Movie,South Africa,2018-11-01,2016,TV-MA,"Three youths from rural South Africa set out for Johannesburg, where they're thrust into the seedy underbelly of the city and must fight to survive.",7.8,Drama
Veerappan,Movie,India,2017-10-15,2016,TV-14,A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.,5.3,Drama
VeggieTales in the City,TV Show,United States,2017-09-15,2017,TV-Y,"With exciting trips to the big city, the ski slopes and beyond, the Veggie friends expand their horizons and learn valuable faith-based lessons.",6.1,Children
Velvet,TV Show,Spain,2020-03-04,2016,TV-14,"In 1950s Spain, the heir to a fashion house romances a beautiful seamstress who works for the company, despite the objections of his family.",8.1,Romance
Velvet Buzzsaw,Movie,United States,2019-02-01,2019,R,"A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences.",5.7,Drama
Veronica,Movie,Spain,2018-02-25,2017,TV-MA,"In 1991 Madrid, after holding a séance at school, a teen girl minding her younger siblings at home suspects an evil force has entered their apartment.",6.2,Horror
Versailles,TV Show,France,2019-03-29,2018,TV-MA,King Louis XIV of France commissions a lavish palace that becomes a fierce battleground for love and politics – and a gilded prison for nobility.,7.9,Drama
